filename	acq_time	operator	randstr
func/sub-S08_ses-2_task-WhatOn_acq-M_run-3_bold.nii.gz	2022-11-07T18:44:04.862500	n/a	77a4447c
func/sub-S08_ses-2_task-WhatOn_acq-P_run-3_bold.nii.gz	2022-11-07T18:44:04.862500	n/a	ec34de66
func/sub-S08_ses-2_task-WhatOn_acq-M_run-4_bold.nii.gz	2022-11-07T18:54:25.902500	n/a	abbcccd8
func/sub-S08_ses-2_task-WhatOn_acq-P_run-4_bold.nii.gz	2022-11-07T18:54:25.902500	n/a	3c91089e
func/sub-S08_ses-2_task-WhatOn_acq-M_run-5_bold.nii.gz	2022-11-07T19:04:16.865000	n/a	cbb7e62c
func/sub-S08_ses-2_task-WhatOn_acq-P_run-5_bold.nii.gz	2022-11-07T19:04:16.865000	n/a	646288f2
func/sub-S08_ses-2_task-WhatOn_acq-M_run-6_bold.nii.gz	2022-11-07T19:14:30.842500	n/a	2d24c3db
func/sub-S08_ses-2_task-WhatOn_acq-P_run-6_bold.nii.gz	2022-11-07T19:14:30.842500	n/a	ae9a1a45
func/sub-S08_ses-2_task-WhatOn_acq-M_run-7_bold.nii.gz	2022-11-07T19:24:29.507500	n/a	937e3f9a
func/sub-S08_ses-2_task-WhatOn_acq-P_run-7_bold.nii.gz	2022-11-07T19:24:29.507500	n/a	259d73cb
func/sub-S08_ses-2_task-WhatOn_acq-M_run-8_bold.nii.gz	2022-11-07T19:33:55.530000	n/a	bbad7d1f
func/sub-S08_ses-2_task-WhatOn_acq-P_run-8_bold.nii.gz	2022-11-07T19:33:55.530000	n/a	882af28c
func/sub-S08_ses-2_task-WhatOff_acq-M_run-3_bold.nii.gz	2022-11-07T19:43:35.395000	n/a	08d3d549
func/sub-S08_ses-2_task-WhatOff_acq-P_run-3_bold.nii.gz	2022-11-07T19:43:35.395000	n/a	c04b518c
func/sub-S08_ses-2_task-WhatOff_acq-M_run-4_bold.nii.gz	2022-11-07T19:50:46.885000	n/a	1305c6e3
func/sub-S08_ses-2_task-WhatOff_acq-P_run-4_bold.nii.gz	2022-11-07T19:50:46.885000	n/a	524afefa
func/sub-S08_ses-2_task-WhatOff_acq-M_run-5_bold.nii.gz	2022-11-07T19:57:51.877500	n/a	cf82798a
func/sub-S08_ses-2_task-WhatOff_acq-P_run-5_bold.nii.gz	2022-11-07T19:57:51.877500	n/a	d3ce22be
func/sub-S08_ses-2_task-WhatOff_acq-M_run-6_bold.nii.gz	2022-11-07T20:04:56.537500	n/a	e72b9600
func/sub-S08_ses-2_task-WhatOff_acq-P_run-6_bold.nii.gz	2022-11-07T20:04:56.537500	n/a	4617a2a8
