onset	duration	trial_type
4	0	WhatOn_Picture
5	0	WhatOn_GeorgeBush1_ga
9	0	MotorResponse
13	0	WhatOn_Picture
14	0	WhatOn_BarackObama1_pa
18	0	MotorResponse
21	0	WhatOn_Picture
22	0	WhatOn_GeorgeBush1_ga
26	0	MotorResponse
29	0	WhatOn_Picture
30	0	WhatOn_BarackObama1_pa
33	0	MotorResponse
36	0	WhatOn_Picture
37	0	WhatOn_GeorgeBush1_pa
40	0	MotorResponse
43	0	WhatOn_Picture
44	0	WhatOn_Angelina0_ga
48	0	MotorResponse
52	0	WhatOn_Picture
53	0	WhatOn_BradPitt0_pa
56	0	MotorResponse
59	0	WhatOn_Picture
60	0	WhatOn_ClownMask2_pa
63	0	MotorResponse
66	0	WhatOn_Picture
67	0	WhatOn_Angelina0_omis
70	0	MotorResponse
73	0	WhatOn_Picture
74	0	WhatOn_ClownMask2_ga
78	0	MotorResponse
81	0	WhatOn_Picture
82	0	WhatOn_ClownMask2_ga
85	0	MotorResponse
88	0	WhatOn_Picture
89	0	WhatOn_Beyonce3_ga
92	0	MotorResponse
95	0	WhatOn_Picture
96	0	WhatOn_ClownMask2_ga
99	0	MotorResponse
102	0	WhatOn_Picture
103	0	WhatOn_BarackObama1_pa
107	0	MotorResponse
110	0	WhatOn_Picture
111	0	WhatOn_Angelina0_ga
115	0	MotorResponse
118	0	WhatOn_Picture
119	0	WhatOn_BarackObama1_pa
122	0	MotorResponse
125	0	WhatOn_Picture
126	0	WhatOn_ClownMask2_pa
130	0	MotorResponse
134	0	WhatOn_Picture
135	0	WhatOn_ClownMask2_ga
139	0	MotorResponse
143	0	WhatOn_Picture
144	0	WhatOn_BradPitt0_pa
147	0	MotorResponse
150	0	WhatOn_Picture
151	0	WhatOn_BradPitt0_omis
154	0	MotorResponse
157	0	WhatOn_Picture
158	0	WhatOn_Angelina0_omis
162	0	MotorResponse
166	0	WhatOn_Picture
167	0	WhatOn_GeorgeBush1_ga
171	0	MotorResponse
174	0	WhatOn_Picture
175	0	WhatOn_GeorgeBush1_ga
178	0	MotorResponse
182	0	WhatOn_Picture
183	0	WhatOn_BarackObama1_pa
186	0	MotorResponse
